Username,Date,Day,Time,version,task,pass,Components,Connectors,Edges,r1,t1,r2,t2,r3,t3,r4,t4,r5,t5,r6,t6,r7,t7,r8,t8,r9,t9,r10,t10
20182032,2022:03:11,금,10:35:57 AM,version=0.1,Test,0,11,22,10,0.000132519,178.76,0.000479649,178.4113,0.000578085,179.2673,0.000716234,179.4887,0.000755747,179.1388,0.003317662,178.5311,0.000100234,179.5011,0.001111651,178.6833,0.000497427,178.3141,0.00070864,178.6817
20182032,2022:03:11,금,10:40:29 AM,version=0.1,Test,0,11,22,10,0.000282663,179.1102,0.000479323,178.7491,0.000181673,179.4321,0.000268048,179.6878,0.001219379,179.6342,0.000821266,177.554,0.000617282,179.0791,0.000432692,179.1774,8.46E-05,179.1605,0.000197102,179.3099
20182032,2022:03:11,금,10:43:57 AM,version=0.1,Test,0,11,22,10,0.000575049,179.087,0.000353981,179.0162,0.000432365,178.5712,0.000856686,178.8167,0.0007583,179.1416,0.000247563,179.4249,0.00059923,179.5454,0.00069151,179.4125,0.000154221,178.2605,0.000425176,179.3448
20182032,2022:03:11,금,10:48:32 AM,version=0.1,Test,0,11,22,10,0.000402473,179.8155,0.000353367,179.9374,0.000712755,178.7333,0.000496081,178.3647,0.000494256,177.6778,0.00061248,178.5904,0.001300299,179.4891,9.48E-05,179.728,0.00026702,179.8264,0.001080065,179.3667
,2022:03:11,금,11:28:06 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202016,2022:03:11,금,11:31:25 AM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202016,2022:03:11,금,11:40:31 AM,version=0.1,Test,0,11,22,10,0.002291798,178.5586,0.002178256,179.9031,0.000346583,178.0403,0.003775161,179.2485,0.00106747,176.5106,0.002625823,176.8305,0.000722395,178.7348,0.001698979,177.5564,0.00134833,179.0606,0.001947704,179.7762
20202016,2022:03:11,금,11:41:45 AM,version=0.1,Test,0,11,22,10,0.000314814,179.5236,0.001024622,177.9609,0.000312389,179.3141,0.001265959,176.6297,0.001198643,176.7751,0.000755051,177.2014,0.00223091,179.9011,0.0005692,178.0906,0.002973267,179.1284,0.000389072,179.1658
20202016,2022:03:11,금,11:43:13 AM,version=0.1,Test,0,11,22,10,0.001280312,179.5927,0.000241391,179.3842,0.001164319,178.9356,0.00042348,178.8717,0.001852985,179.0631,0.000292676,178.1327,0.001062072,179.7026,0.000694699,178.8975,0.00244932,179.5581,0.001586701,178.9575
20202016,2022:03:11,금,11:44:38 AM,version=0.1,Test,0,11,22,10,0.001721986,179.4085,0.000427529,179.2947,0.000208781,179.0958,0.00150167,179.6923,0.002187369,177.7307,0.002384806,176.836,0.000155238,179.972,0.000830564,174.8563,0.001718354,179.6169,0.000237734,178.9393
20202016,2022:03:11,금,11:45:48 AM,version=0.1,Test,0,11,22,10,0.000809833,179.8032,6.63E-05,179.5043,0.001078129,177.75,0.003300785,177.5949,0.00020502,177.5167,0.000897163,177.1198,0.002343077,177.9777,0.000132487,179.2154,0.001436219,178.8815,0.001851973,179.4006
20202016,2022:03:11,금,11:47:07 AM,version=0.1,Test,0,11,22,10,0.001404943,178.5073,0.000351698,177.773,0.001562153,178.2852,0.002639863,177.6158,0.00246106,176.4378,0.001999809,177.8562,0.001698756,175.8207,0.000853842,179.2588,0.001620996,176.9324,0.000889412,178.8228
20192014,2022:03:11,금,12:01:29 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20192014,2022:03:11,금,12:08:56 PM,version=0.1,Test,0,11,22,10,0.000147238,179.2384,0.000511571,179.3782,0.000848118,179.0924,0.000272913,178.454,0.000229078,178.2303,0.000684134,179.3505,0.000246394,178.3646,0.000415493,179.4346,0.000615221,177.918,0.000530961,178.6514
20192014,2022:03:11,금,12:11:24 PM,version=0.1,Test,0,11,22,10,0.00028657,178.5671,0.000745734,178.6141,0.000141837,179.7033,0.0005734,179.6154,0.000153328,179.1113,0.000318645,179.2035,0.000552891,179.3291,0.001136651,178.9175,0.000539635,179.619,0.000306073,179.567
20192014,2022:03:11,금,12:13:27 PM,version=0.1,Test,0,11,22,10,0.00046807,178.3959,0.000524211,179.0715,0.000713718,179.5187,0.000536843,179.6331,0.000253544,179.0282,0.001205032,179.7577,0.000707251,179.4626,0.000470478,178.1759,0.000215311,179.567,0.000468442,178.5306
20192014,2022:03:11,금,12:15:39 PM,version=0.1,Test,0,11,22,10,0.000220573,178.6704,0.000898631,179.5515,0.000815946,179.5927,0.000687704,179.1524,0.000411495,179.6241,0.000245094,179.2646,0.000217805,179.4039,0.000404917,178.8034,0.000579332,179.5502,0.000444819,178.9089
20192014,2022:03:11,금,12:17:30 PM,version=0.1,Test,0,11,22,10,0.00018823,178.7011,0.000340753,179.315,0.000611754,179.1979,0.000300177,179.7736,0.000393621,178.9519,0.000488156,179.8176,0.000457785,179.5776,0.000416671,179.4937,0.000102507,178.8367,0.000759173,179.4443
20192014,2022:03:11,금,12:19:21 PM,version=0.1,Test,0,11,22,10,0.000237831,177.8221,0.000717493,179.3508,0.000407881,178.9845,0.000339368,179.5804,0.000404415,179.0539,0.001126669,179.4075,0.000310425,178.7017,0.000446973,179.3663,0.000241698,178.8885,0.000347507,177.4981
20202033,2022:03:11,금,2:00:36 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202033,2022:03:11,금,2:08:35 PM,version=0.1,Test,0,11,22,10,0.000429449,178.6543,0.00035543,179.0819,0.000596251,178.4275,0.000525754,179.3059,0.00023264,179.0378,8.25E-05,178.8966,0.000297936,179.3938,0.000318795,177.3533,0.000496875,179.4398,0.000410745,179.1056
20202033,2022:03:11,금,2:10:40 PM,version=0.1,Test,0,11,22,10,0.000863928,178.1193,0.000650582,178.7282,0.000729522,178.8523,0.000525474,178.7031,0.000715087,178.4222,0.000444516,178.8523,0.000333337,179.8187,0.000618739,178.3803,0.000367918,178.3466,0.000450426,178.5176
20202033,2022:03:11,금,2:12:21 PM,version=0.1,Test,0,11,22,10,0.000383129,176.9003,0.000507956,178.8246,0.000488921,178.6855,0.000943035,178.5476,0.000753453,178.8641,0.000124843,179.6467,0.000662518,178.6625,0.000822577,178.7884,0.000527177,178.0755,4.91E-05,179.2395
20202033,2022:03:11,금,2:13:50 PM,version=0.1,Test,0,11,22,10,0.000156029,178.9043,0.000109514,179.7202,0.000320558,179.4335,0.000474143,179.0986,0.000425344,179.1278,6.99E-05,179.6472,0.000279485,179.3377,0.000530681,178.9316,0.000434988,178.4991,0.000204383,179.1755
20202033,2022:03:11,금,2:15:50 PM,version=0.1,Test,0,11,22,10,7.94E-05,179.3181,0.000703193,178.2729,0.000725301,179.0307,0.000775163,179.1138,0.000437045,178.8365,0.000778701,178.948,0.000699208,178.1914,0.000640663,179.1224,0.00037072,178.0763,0.000400243,178.2374
20202033,2022:03:11,금,2:17:26 PM,version=0.1,Test,0,11,22,10,0.000452925,178.2416,0.000685043,178.8589,0.000648548,178.7815,8.70E-05,178.6982,0.000491732,178.8213,0.000237154,179.6702,0.00032268,178.4334,0.000515771,178.1287,0.000587921,179.0827,0.000155332,179.002
20202023,2022:03:11,금,2:53:46 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
20202023,2022:03:11,금,2:56:03 PM,version=0.1,Test,0,11,22,10,0.000155957,178.7542,0.000613191,177.9584,0.000845912,178.7046,0.000293925,178.3312,0.000540415,177.9882,0.001273632,178.7038,0.000541857,179.5256,0.002360731,178.5314,0.000305851,179.2431,0.000744496,178.9154
20202023,2022:03:11,금,2:57:31 PM,version=0.1,Test,0,11,22,10,0.000485072,179.2887,0.000492464,179.7954,0.00087443,178.9876,0.000357518,179.1361,0.000238832,179.6009,0.001034434,179.3099,0.000573076,179.3732,0.003757973,179.4666,0.000176774,179.5424,0.000521329,179.4968
20202023,2022:03:11,금,2:59:16 PM,version=0.1,Test,0,11,22,10,0.000249183,179.9011,0.000203376,178.5533,0.000829545,179.2028,0.00023336,178.5112,0.000817497,179.4352,0.000665244,178.4779,0.000870403,178.6482,0.000568918,179.3541,0.001706348,179.8052,0.000269676,179.5023
20202023,2022:03:11,금,3:00:49 PM,version=0.1,Test,0,11,22,10,0.000819693,178.5329,0.000554977,178.5796,0.000624067,179.9374,0.000540006,178.5433,0.000493322,177.7765,0.000796323,177.3678,0.000239673,179.5827,0.000580177,179.9344,0.000322008,179.437,0.000678259,179.1561
20202023,2022:03:11,금,3:02:18 PM,version=0.1,Test,0,11,22,10,0.000169951,179.7897,0.000911761,179.4189,0.000525372,178.6474,0.000364685,179.548,0.000866273,179.0629,0.001117666,179.6401,0.001100934,179.4098,0.000414408,179.4789,0.000524508,179.6385,0.000343234,179.2791
20202023,2022:03:11,금,3:04:06 PM,version=0.1,Test,0,11,22,10,0.000337195,179.972,0.000684002,179.7474,0.000934725,179.4294,0.001168575,178.993,0.000490817,179.728,0.000886358,178.6138,0.000798498,179.1843,0.000545767,178.5125,0.000345832,179.229,0.000986511,179.2564
,2022:03:11,금,3:41:10 PM,version=0.1,Test,,Start,,,,,,,,,,,,,,,,,,,,,,
